2020-10-08 11:07:59,918 INFO  [log] 8
2020-10-08 11:08:00,906 INFO  [log] 8
2020-10-08 11:08:01,889 INFO  [log] 8
2020-10-08 11:08:02,892 INFO  [log] 8
2020-10-08 11:08:03,943 INFO  [log] 8
2020-10-08 11:08:05,245 INFO  [log] 8
2020-10-08 11:08:06,254 INFO  [log] 8
2020-10-08 11:08:07,208 INFO  [log] 8
2020-10-08 11:08:08,190 INFO  [log] 8
2020-10-08 11:08:09,300 INFO  [log] 8
2020-10-08 11:08:10,332 INFO  [log] 8
2020-10-08 11:08:11,487 INFO  [log] 8
2020-10-08 11:08:12,433 INFO  [log] 8
2020-10-08 11:08:13,401 INFO  [log] 8
2020-10-08 11:08:14,573 INFO  [log] 8
2020-10-08 11:08:15,527 INFO  [log] 8
2020-10-08 11:08:16,515 INFO  [log] 8
2020-10-08 11:08:17,492 INFO  [log] 8
2020-10-08 11:08:18,436 INFO  [log] 8
2020-10-08 11:08:19,393 INFO  [log] 8
2020-10-08 11:08:20,345 INFO  [log] 8
2020-10-08 11:08:21,329 INFO  [log] 8
2020-10-08 11:08:22,275 INFO  [log] 8
2020-10-08 11:08:23,459 INFO  [log] 8
2020-10-08 11:08:24,423 INFO  [log] 8
2020-10-08 11:08:25,427 INFO  [log] 8
2020-10-08 11:08:26,408 INFO  [log] 8
2020-10-08 11:08:27,504 INFO  [log] 8
2020-10-08 11:08:28,456 INFO  [log] 8
2020-10-08 11:08:29,436 INFO  [log] 8
2020-10-08 11:08:30,385 INFO  [log] 8
2020-10-08 11:08:31,350 INFO  [log] 8
2020-10-08 11:08:32,321 INFO  [log] 8
2020-10-08 11:08:33,316 INFO  [log] 8
2020-10-08 11:08:34,282 INFO  [log] 8
2020-10-08 11:08:35,266 INFO  [log] 8
2020-10-08 11:08:36,265 INFO  [log] 8
2020-10-08 11:08:37,226 INFO  [log] 8
2020-10-08 11:08:38,407 INFO  [log] 8
2020-10-08 11:08:39,377 INFO  [log] 8
2020-10-08 11:08:40,322 INFO  [log] 8
2020-10-08 11:08:41,338 INFO  [log] 8
2020-10-08 11:08:42,338 INFO  [log] 8
2020-10-08 11:08:43,285 INFO  [log] 8
2020-10-08 11:08:44,233 INFO  [log] 8
2020-10-08 11:08:45,196 INFO  [log] 8
2020-10-08 11:08:46,201 INFO  [log] 8
2020-10-08 11:08:47,150 INFO  [log] 8
2020-10-08 11:08:48,144 INFO  [log] 8
2020-10-08 11:08:49,088 INFO  [log] 8
2020-10-08 11:08:50,044 INFO  [log] 8
2020-10-08 11:08:50,992 INFO  [log] 8
2020-10-08 11:08:51,952 INFO  [log] 8
2020-10-08 11:08:52,906 INFO  [log] 8
2020-10-08 11:08:53,863 INFO  [log] 8
2020-10-08 11:08:54,820 INFO  [log] 8
2020-10-08 11:08:55,962 INFO  [log] 8
2020-10-08 11:08:56,922 INFO  [log] 8
2020-10-08 11:08:57,865 INFO  [log] 8
2020-10-08 11:08:58,917 INFO  [log] 8
2020-10-08 11:08:59,864 INFO  [log] 8
2020-10-08 11:09:00,818 INFO  [log] 8
2020-10-08 11:09:01,765 INFO  [log] 8
2020-10-08 11:09:02,707 INFO  [log] 8
2020-10-08 11:09:03,659 INFO  [log] 8
2020-10-08 11:09:04,612 INFO  [log] 8
2020-10-08 11:09:05,571 INFO  [log] 8
2020-10-08 11:09:06,555 INFO  [log] 8
2020-10-08 11:09:07,559 INFO  [log] 8
2020-10-08 11:09:08,558 INFO  [log] 8
2020-10-08 11:09:09,508 INFO  [log] 8
2020-10-08 11:09:10,515 INFO  [log] 8
2020-10-08 11:09:11,501 INFO  [log] 8
2020-10-08 11:09:14,335 INFO  [log] 8
2020-10-08 11:09:15,292 INFO  [log] 8
2020-10-08 11:09:16,234 INFO  [log] 8
2020-10-08 11:09:17,194 INFO  [log] 8
2020-10-08 11:09:18,227 INFO  [log] 8
2020-10-08 11:09:19,644 INFO  [log] 8
2020-10-08 11:09:20,629 INFO  [log] 8
2020-10-08 11:09:21,642 INFO  [log] 8
2020-10-08 11:09:22,752 INFO  [log] 8
2020-10-08 11:09:23,786 INFO  [log] 8
2020-10-08 11:09:24,843 INFO  [log] 8
2020-10-08 11:09:25,819 INFO  [log] 8
2020-10-08 11:09:26,774 INFO  [log] 8
2020-10-08 11:09:27,723 INFO  [log] 8
2020-10-08 11:09:28,676 INFO  [log] 8
2020-10-08 11:09:29,658 INFO  [log] 8
2020-10-08 11:09:30,602 INFO  [log] 8
2020-10-08 11:09:31,551 INFO  [log] 8
2020-10-08 11:09:32,499 INFO  [log] 8
2020-10-08 11:09:33,454 INFO  [log] 8
2020-10-08 11:09:34,406 INFO  [log] 8
2020-10-08 11:09:35,365 INFO  [log] 8
2020-10-08 11:09:36,425 INFO  [log] 8
2020-10-08 11:09:37,461 INFO  [log] 8
2020-10-08 11:09:38,594 INFO  [log] 8
2020-10-08 11:09:39,613 INFO  [log] 8
2020-10-08 11:09:40,688 INFO  [log] 8
2020-10-08 11:09:42,031 INFO  [log] 8
2020-10-08 11:09:43,141 INFO  [log] 8
2020-10-08 11:09:44,386 INFO  [log] 8
2020-10-08 11:09:45,397 INFO  [log] 8
2020-10-08 11:09:46,389 INFO  [log] 8
2020-10-08 11:09:47,505 INFO  [log] 8
2020-10-08 11:09:48,500 INFO  [log] 8
2020-10-08 11:09:49,479 INFO  [log] 8
2020-10-08 11:09:50,433 INFO  [log] 8
2020-10-08 11:09:51,430 INFO  [log] 8
2020-10-08 11:09:52,388 INFO  [log] 8
2020-10-08 11:09:53,350 INFO  [log] 8
2020-10-08 11:09:54,389 INFO  [log] 8
2020-10-08 11:09:55,390 INFO  [log] 8
2020-10-08 11:09:56,384 INFO  [log] 8
2020-10-08 11:09:57,329 INFO  [log] 8
2020-10-08 11:09:58,281 INFO  [log] 8
2020-10-08 11:09:59,240 INFO  [log] 8
2020-10-08 11:10:00,288 INFO  [log] 8
2020-10-08 11:10:01,241 INFO  [log] 8
2020-10-08 11:10:02,191 INFO  [log] 8
2020-10-08 11:10:03,133 INFO  [log] 8
2020-10-08 11:10:04,102 INFO  [log] 8
2020-10-08 11:10:05,055 INFO  [log] 8
2020-10-08 11:10:06,072 INFO  [log] 8
2020-10-08 11:10:07,028 INFO  [log] 8
2020-10-08 11:10:08,040 INFO  [log] 8
2020-10-08 11:10:09,035 INFO  [log] 8
2020-10-08 11:10:09,989 INFO  [log] 8
2020-10-08 11:10:10,993 INFO  [log] 8
2020-10-08 11:10:11,974 INFO  [log] 8
2020-10-08 11:10:12,945 INFO  [log] 8
2020-10-08 11:10:13,945 INFO  [log] 8
2020-10-08 11:10:14,931 INFO  [log] 8
2020-10-08 11:10:15,995 INFO  [log] 8
2020-10-08 11:10:17,077 INFO  [log] 8
2020-10-08 11:10:18,273 INFO  [log] 8
2020-10-08 11:10:19,249 INFO  [log] 8
2020-10-08 11:10:20,251 INFO  [log] 8
2020-10-08 11:10:21,205 INFO  [log] 8
2020-10-08 11:10:22,156 INFO  [log] 8
2020-10-08 11:10:23,470 INFO  [log] 8
2020-10-08 11:10:24,633 INFO  [log] 8
2020-10-08 11:10:25,621 INFO  [log] 8
2020-10-08 11:10:26,859 INFO  [log] 8
2020-10-08 11:10:27,988 INFO  [log] 8
2020-10-08 11:10:29,043 INFO  [log] 8
2020-10-08 11:10:29,992 INFO  [log] 8
2020-10-08 11:10:30,941 INFO  [log] 8
2020-10-08 11:10:31,899 INFO  [log] 8
2020-10-08 11:10:32,901 INFO  [log] 8
2020-10-08 11:10:33,860 INFO  [log] 8
2020-10-08 11:10:34,840 INFO  [log] 8
2020-10-08 11:10:36,044 INFO  [log] 8
2020-10-08 11:10:37,882 INFO  [log] 8
2020-10-08 11:10:39,025 INFO  [log] 8
2020-10-08 11:10:39,984 INFO  [log] 8
2020-10-08 11:10:40,926 INFO  [log] 8
2020-10-08 11:10:41,873 INFO  [log] 8
2020-10-08 11:10:42,820 INFO  [log] 8
2020-10-08 11:10:43,771 INFO  [log] 8
2020-10-08 11:10:44,769 INFO  [log] 8
2020-10-08 11:10:45,716 INFO  [log] 8
2020-10-08 11:10:46,658 INFO  [log] 8
2020-10-08 11:10:47,605 INFO  [log] 8
2020-10-08 11:10:48,573 INFO  [log] 8
2020-10-08 11:10:49,671 INFO  [log] 8
2020-10-08 11:10:50,616 INFO  [log] 8
2020-10-08 11:10:51,559 INFO  [log] 8
2020-10-08 11:10:52,502 INFO  [log] 8
2020-10-08 11:10:53,552 INFO  [log] 8
2020-10-08 11:10:54,530 INFO  [log] 8
2020-10-08 11:10:55,491 INFO  [log] 8
2020-10-08 11:10:56,443 INFO  [log] 8
2020-10-08 11:10:57,398 INFO  [log] 8
2020-10-08 11:10:58,342 INFO  [log] 8
2020-10-08 11:10:59,303 INFO  [log] 8
2020-10-08 11:11:00,251 INFO  [log] 8
2020-10-08 11:11:01,204 INFO  [log] 8
2020-10-08 11:11:02,168 INFO  [log] 8
2020-10-08 11:11:03,108 INFO  [log] 8
2020-10-08 11:11:04,051 INFO  [log] 8
2020-10-08 11:11:04,998 INFO  [log] 8
2020-10-08 11:11:05,957 INFO  [log] 8
2020-10-08 11:11:06,901 INFO  [log] 8
2020-10-08 11:11:07,848 INFO  [log] 8
2020-10-08 11:11:08,791 INFO  [log] 8
2020-10-08 11:11:09,761 INFO  [log] 8
2020-10-08 11:11:10,705 INFO  [log] 8
2020-10-08 11:11:11,647 INFO  [log] 8
2020-10-08 11:11:12,598 INFO  [log] 8
