2020-10-08 11:06:29,429 INFO  [log] 8
2020-10-08 11:06:30,808 INFO  [log] 8
2020-10-08 11:06:31,853 INFO  [log] 8
2020-10-08 11:06:32,929 INFO  [log] 8
2020-10-08 11:06:33,968 INFO  [log] 8
2020-10-08 11:06:34,999 INFO  [log] 8
2020-10-08 11:06:36,026 INFO  [log] 8
2020-10-08 11:06:37,004 INFO  [log] 8
2020-10-08 11:06:38,003 INFO  [log] 8
2020-10-08 11:06:38,989 INFO  [log] 8
2020-10-08 11:06:39,958 INFO  [log] 8
2020-10-08 11:06:40,939 INFO  [log] 8
2020-10-08 11:06:41,929 INFO  [log] 8
2020-10-08 11:06:43,035 INFO  [log] 8
2020-10-08 11:06:44,015 INFO  [log] 8
2020-10-08 11:06:45,004 INFO  [log] 8
2020-10-08 11:06:45,983 INFO  [log] 8
2020-10-08 11:06:46,970 INFO  [log] 8
2020-10-08 11:06:48,050 INFO  [log] 8
2020-10-08 11:06:49,021 INFO  [log] 8
2020-10-08 11:06:50,154 INFO  [log] 8
2020-10-08 11:06:51,164 INFO  [log] 8
2020-10-08 11:06:52,114 INFO  [log] 8
2020-10-08 11:06:53,231 INFO  [log] 8
2020-10-08 11:06:54,184 INFO  [log] 8
2020-10-08 11:06:55,165 INFO  [log] 8
2020-10-08 11:06:56,438 INFO  [log] 8
2020-10-08 11:06:57,392 INFO  [log] 8
2020-10-08 11:06:58,366 INFO  [log] 8
2020-10-08 11:06:59,372 INFO  [log] 8
2020-10-08 11:07:00,323 INFO  [log] 8
2020-10-08 11:07:01,284 INFO  [log] 8
2020-10-08 11:07:02,259 INFO  [log] 8
2020-10-08 11:07:03,235 INFO  [log] 8
2020-10-08 11:07:04,206 INFO  [log] 8
2020-10-08 11:07:05,156 INFO  [log] 8
2020-10-08 11:07:06,153 INFO  [log] 8
2020-10-08 11:07:07,119 INFO  [log] 8
2020-10-08 11:07:08,101 INFO  [log] 8
2020-10-08 11:07:09,067 INFO  [log] 8
2020-10-08 11:07:10,054 INFO  [log] 8
2020-10-08 11:07:11,011 INFO  [log] 8
2020-10-08 11:07:11,994 INFO  [log] 8
2020-10-08 11:07:13,024 INFO  [log] 8
2020-10-08 11:07:13,973 INFO  [log] 8
2020-10-08 11:07:14,929 INFO  [log] 8
2020-10-08 11:07:16,084 INFO  [log] 8
2020-10-08 11:07:17,049 INFO  [log] 8
2020-10-08 11:07:18,398 INFO  [log] 8
2020-10-08 11:07:19,348 INFO  [log] 8
2020-10-08 11:07:20,332 INFO  [log] 8
2020-10-08 11:07:21,305 INFO  [log] 8
2020-10-08 11:07:22,267 INFO  [log] 8
2020-10-08 11:07:23,679 INFO  [log] 8
2020-10-08 11:07:24,632 INFO  [log] 8
2020-10-08 11:07:25,599 INFO  [log] 8
2020-10-08 11:07:26,563 INFO  [log] 8
2020-10-08 11:07:27,523 INFO  [log] 8
2020-10-08 11:07:28,493 INFO  [log] 8
2020-10-08 11:07:29,495 INFO  [log] 8
2020-10-08 11:07:30,454 INFO  [log] 8
2020-10-08 11:07:31,410 INFO  [log] 8
2020-10-08 11:07:32,479 INFO  [log] 8
2020-10-08 11:07:33,454 INFO  [log] 8
2020-10-08 11:07:34,422 INFO  [log] 8
2020-10-08 11:07:35,378 INFO  [log] 8
2020-10-08 11:07:36,332 INFO  [log] 8
2020-10-08 11:07:37,290 INFO  [log] 8
2020-10-08 11:07:38,250 INFO  [log] 8
2020-10-08 11:07:39,227 INFO  [log] 8
2020-10-08 11:07:40,198 INFO  [log] 8
2020-10-08 11:07:41,257 INFO  [log] 8
2020-10-08 11:07:42,221 INFO  [log] 8
2020-10-08 11:07:43,186 INFO  [log] 8
2020-10-08 11:07:44,140 INFO  [log] 8
2020-10-08 11:07:45,093 INFO  [log] 8
2020-10-08 11:07:46,221 INFO  [log] 8
2020-10-08 11:07:47,244 INFO  [log] 8
2020-10-08 11:07:48,195 INFO  [log] 8
2020-10-08 11:07:49,163 INFO  [log] 8
2020-10-08 11:07:50,120 INFO  [log] 8
2020-10-08 11:07:51,096 INFO  [log] 8
2020-10-08 11:07:52,053 INFO  [log] 8
2020-10-08 11:07:53,050 INFO  [log] 8
2020-10-08 11:07:54,071 INFO  [log] 8
2020-10-08 11:07:55,036 INFO  [log] 8
2020-10-08 11:07:56,022 INFO  [log] 8
2020-10-08 11:07:56,987 INFO  [log] 8
2020-10-08 11:07:57,992 INFO  [log] 8
2020-10-08 11:07:58,960 INFO  [log] 8
